sale_id,sale_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,city,state,store_id,payment_mode
S000000001,2026-06-01,C41906,P0002,Samsung TV,Electronics,2,39256,5,74586.4,Delhi,Delhi,ST001,Debit Card
S000000002,2026-06-01,C48266,P0002,Samsung TV,Electronics,5,65302,0,326510.0,Jaipur,Rajasthan,ST009,UPI
S000000003,2026-06-01,C01953,P0002,Samsung TV,Electronics,5,88907,0,444535.0,Hyderabad,Telangana,ST004,Credit Card
S000000004,2026-06-01,C36782,P0004,Men T-Shirt,Fashion,2,4179,20,6686.4,Jaipur,Rajasthan,ST009,Cash
S000000005,2026-06-01,C18232,P0001,iPhone 16,Electronics,3,46421,5,132299.85,Bengaluru,Karnataka,ST003,Cash
S000000006,2026-06-01,C14111,P0006,Rice Bag,Grocery,4,69,10,248.4,Mumbai,Maharashtra,ST002,UPI
S000000007,2026-06-01,C22542,P0010,Cricket Bat,Sports,4,9085,0,36340.0,Chennai,Tamil Nadu,ST005,UPI
S000000008,2026-06-01,C24808,P0002,Samsung TV,Electronics,5,57400,20,229600.0,Jaipur,Rajasthan,ST009,Debit Card
S000000009,2026-06-01,C12602,P0002,Samsung TV,Electronics,3,20458,5,58305.3,Delhi,Delhi,ST001,Credit Card
S000000010,2026-06-01,C06620,P0007,Milk,Grocery,3,103,10,278.1,Chennai,Tamil Nadu,ST005,Cash
S000000011,2026-06-01,C23284,P0004,Men T-Shirt,Fashion,5,1901,20,7604.0,Chennai,Tamil Nadu,ST005,UPI
S000000012,2026-06-01,C47785,P0004,Men T-Shirt,Fashion,4,2711,20,8675.2,Bengaluru,Karnataka,ST003,Cash
S000000013,2026-06-01,C14393,P0006,Rice Bag,Grocery,1,432,10,388.8,Delhi,Delhi,ST001,Credit Card
S000000014,2026-06-01,C26291,P0005,Women's Jeans,Fashion,5,3077,5,14615.75,Mumbai,Maharashtra,ST002,Credit Card
S000000015,2026-06-01,C42955,P0008,Dining Table,Home,2,4839,5,9194.1,Kolkata,West Bengal,ST007,Cash
S000000016,2026-06-01,C16163,P0009,Office Chair,Home,5,7519,20,30076.0,Jaipur,Rajasthan,ST009,Debit Card
S000000017,2026-06-01,C26176,P0006,Rice Bag,Grocery,5,272,0,1360.0,Hyderabad,Telangana,ST004,Credit Card
S000000018,2026-06-01,C49531,P0001,iPhone 16,Electronics,2,65333,20,104532.8,Mumbai,Maharashtra,ST002,Credit Card
S000000019,2026-06-01,C04164,P0007,Milk,Grocery,4,290,10,1044.0,Kolkata,West Bengal,ST007,Net Banking
S000000020,2026-06-01,C36257,P0001,iPhone 16,Electronics,3,54587,0,163761.0,Mumbai,Maharashtra,ST002,Net Banking
S000000021,2026-06-01,C19235,P0007,Milk,Grocery,1,389,10,350.1,Bengaluru,Karnataka,ST003,Cash
S000000022,2026-06-01,C32807,P0003,Laptop,Electronics,3,76540,20,183696.0,Jaipur,Rajasthan,ST009,UPI
S000000023,2026-06-01,C13036,P0003,Laptop,Electronics,5,79514,0,397570.0,Pune,Maharashtra,ST006,Credit Card
S000000024,2026-06-01,C39253,P0006,Rice Bag,Grocery,1,495,10,445.5,Ahmedabad,Gujarat,ST008,UPI
S000000025,2026-06-01,C20154,P0004,Men T-Shirt,Fashion,5,1145,0,5725.0,Delhi,Delhi,ST001,Credit Card
S000000026,2026-06-01,C47967,P0008,Dining Table,Home,2,2603,15,4425.1,Mumbai,Maharashtra,ST002,Net Banking
S000000027,2026-06-01,C36032,P0003,Laptop,Electronics,5,65461,5,310939.75,Chennai,Tamil Nadu,ST005,Net Banking
S000000028,2026-06-01,C35344,P0004,Men T-Shirt,Fashion,3,4088,20,9811.2,Chennai,Tamil Nadu,ST005,Cash
S000000029,2026-06-01,C29589,P0002,Samsung TV,Electronics,1,54313,0,54313.0,Hyderabad,Telangana,ST004,Credit Card
S000000030,2026-06-01,C38556,P0009,Office Chair,Home,2,617,0,1234.0,Hyderabad,Telangana,ST004,Net Banking
S000000031,2026-06-01,C46390,P0001,iPhone 16,Electronics,1,53309,0,53309.0,Hyderabad,Telangana,ST004,UPI
S000000032,2026-06-01,C33696,P0004,Men T-Shirt,Fashion,2,4917,5,9342.3,Chennai,Tamil Nadu,ST005,Cash
S000000033,2026-06-01,C47406,P0010,Cricket Bat,Sports,2,13155,15,22363.5,Lucknow,Uttar Pradesh,ST010,Cash
S000000034,2026-06-01,C26678,P0004,Men T-Shirt,Fashion,4,3402,15,11566.8,Mumbai,Maharashtra,ST002,UPI
S000000035,2026-06-01,C26942,P0008,Dining Table,Home,1,7096,10,6386.4,Delhi,Delhi,ST001,UPI
S000000036,2026-06-01,C07162,P0004,Men T-Shirt,Fashion,5,4175,5,19831.25,Hyderabad,Telangana,ST004,Credit Card
S000000037,2026-06-01,C27649,P0003,Laptop,Electronics,2,19880,15,33796.0,Chennai,Tamil Nadu,ST005,Cash
S000000038,2026-06-01,C36067,P0002,Samsung TV,Electronics,1,22224,5,21112.8,Delhi,Delhi,ST001,Net Banking
S000000039,2026-06-01,C10900,P0007,Milk,Grocery,2,462,15,785.4,Ahmedabad,Gujarat,ST008,Cash
S000000040,2026-06-01,C03843,P0003,Laptop,Electronics,4,44760,15,152184.0,Kolkata,West Bengal,ST007,UPI
S000000041,2026-06-01,C18695,P0007,Milk,Grocery,2,117,10,210.6,Jaipur,Rajasthan,ST009,Cash
S000000042,2026-06-01,C14268,P0001,iPhone 16,Electronics,1,51104,0,51104.0,Lucknow,Uttar Pradesh,ST010,Net Banking
S000000043,2026-06-01,C03287,P0010,Cricket Bat,Sports,5,2879,0,14395.0,Ahmedabad,Gujarat,ST008,Net Banking
S000000044,2026-06-01,C33282,P0002,Samsung TV,Electronics,5,18907,5,89808.25,Bengaluru,Karnataka,ST003,UPI
S000000045,2026-06-01,C26462,P0002,Samsung TV,Electronics,5,87924,0,439620.0,Lucknow,Uttar Pradesh,ST010,Credit Card
S000000046,2026-06-01,C40592,P0002,Samsung TV,Electronics,5,78522,10,353349.0,Kolkata,West Bengal,ST007,Net Banking
S000000047,2026-06-01,C17090,P0004,Men T-Shirt,Fashion,3,3742,5,10664.7,Pune,Maharashtra,ST006,Credit Card
S000000048,2026-06-01,C44020,P0005,Women's Jeans,Fashion,1,576,15,489.6,Ahmedabad,Gujarat,ST008,Debit Card
S000000049,2026-06-01,C40709,P0010,Cricket Bat,Sports,5,3792,20,15168.0,Mumbai,Maharashtra,ST002,UPI
S000000050,2026-06-01,C17381,P0003,Laptop,Electronics,2,58434,10,105181.2,Pune,Maharashtra,ST006,UPI
S000000051,2026-06-01,C10339,P0008,Dining Table,Home,5,9166,0,45830.0,Jaipur,Rajasthan,ST009,Debit Card
S000000052,2026-06-01,C43770,P0009,Office Chair,Home,2,4833,0,9666.0,Chennai,Tamil Nadu,ST005,UPI
S000000053,2026-06-01,C07015,P0009,Office Chair,Home,3,3950,10,10665.0,Bengaluru,Karnataka,ST003,Debit Card
S000000054,2026-06-01,C13343,P0005,Women's Jeans,Fashion,3,916,0,2748.0,Jaipur,Rajasthan,ST009,Cash
S000000055,2026-06-01,C41569,P0007,Milk,Grocery,1,190,5,180.5,Chennai,Tamil Nadu,ST005,UPI
S000000056,2026-06-01,C41754,P0005,Women's Jeans,Fashion,5,4003,20,16012.0,Bengaluru,Karnataka,ST003,Cash
S000000057,2026-06-01,C00634,P0002,Samsung TV,Electronics,5,14722,10,66249.0,Mumbai,Maharashtra,ST002,Credit Card
S000000058,2026-06-01,C38176,P0009,Office Chair,Home,2,1185,10,2133.0,Bengaluru,Karnataka,ST003,Cash
S000000059,2026-06-01,C23898,P0001,iPhone 16,Electronics,2,23473,10,42251.4,Pune,Maharashtra,ST006,Credit Card
S000000060,2026-06-01,C36693,P0007,Milk,Grocery,2,462,5,877.8,Lucknow,Uttar Pradesh,ST010,Credit Card
S000000061,2026-06-01,C11604,P0007,Milk,Grocery,3,420,15,1071.0,Delhi,Delhi,ST001,Credit Card
S000000062,2026-06-01,C43904,P0004,Men T-Shirt,Fashion,1,3633,0,3633.0,Chennai,Tamil Nadu,ST005,Credit Card
S000000063,2026-06-01,C30848,P0004,Men T-Shirt,Fashion,3,3000,5,8550.0,Hyderabad,Telangana,ST004,Cash
S000000064,2026-06-01,C14610,P0001,iPhone 16,Electronics,3,46517,0,139551.0,Hyderabad,Telangana,ST004,Cash
S000000065,2026-06-01,C18293,P0006,Rice Bag,Grocery,5,189,0,945.0,Jaipur,Rajasthan,ST009,Cash
S000000066,2026-06-01,C07560,P0005,Women's Jeans,Fashion,3,813,0,2439.0,Bengaluru,Karnataka,ST003,Net Banking
S000000067,2026-06-01,C39097,P0007,Milk,Grocery,4,330,20,1056.0,Pune,Maharashtra,ST006,Debit Card
S000000068,2026-06-01,C07579,P0007,Milk,Grocery,3,42,15,107.1,Lucknow,Uttar Pradesh,ST010,Credit Card
S000000069,2026-06-01,C00111,P0009,Office Chair,Home,3,7566,0,22698.0,Jaipur,Rajasthan,ST009,Credit Card
S000000070,2026-06-01,C43532,P0006,Rice Bag,Grocery,1,388,10,349.2,Lucknow,Uttar Pradesh,ST010,Debit Card
S000000071,2026-06-01,C33235,P0005,Women's Jeans,Fashion,4,2922,20,9350.4,Kolkata,West Bengal,ST007,Debit Card
S000000072,2026-06-01,C08342,P0004,Men T-Shirt,Fashion,2,2965,15,5040.5,Kolkata,West Bengal,ST007,Cash
S000000073,2026-06-01,C35910,P0001,iPhone 16,Electronics,2,66346,20,106153.6,Chennai,Tamil Nadu,ST005,Debit Card
S000000074,2026-06-01,C39759,P0006,Rice Bag,Grocery,4,365,5,1387.0,Ahmedabad,Gujarat,ST008,Cash
S000000075,2026-06-01,C33501,P0008,Dining Table,Home,3,8945,20,21468.0,Bengaluru,Karnataka,ST003,UPI
S000000076,2026-06-01,C21967,P0002,Samsung TV,Electronics,2,36100,5,68590.0,Hyderabad,Telangana,ST004,Debit Card
